name,bus0,bus1,c_nfkm,,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
317,241,242,13.7,3,50,1641699,2.6,56.963,56963,1,Amprion,Hessen Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.4713716330449 50.0972077427754,8.06573796639762 50.4060681118621)",0.25
318,70,241,13.7,3,50,1641702,2.6,18.92,18920,1,Amprion,Trebur Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",0.25
319,70,241,13.7,3,50,1641706,2.6,44.127,44127,1,Amprion,Trebur Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",0.25
322,68_220kV,213,0.0115,3,50,1641734,1.3,34.375,34375,1,Amprion,Pfungstadt Ost,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",0.32
323,68_220kV,213,0.0115,3,50,1641735,1.3,34.375,34375,1,Amprion,Kranichstein Ost,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",0.32
324,68,245,13.7,3,50,1641756,2.6,20.861,20861,1,Amprion,Untermain Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.98953614977701 50.0602550608281)",0.25
325,245,246,13.7,3,50,1641757,2.6,4.447,4447,1,Amprion,Untermain Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.98953614977701 50.0602550608281,8.95870856177306 50.0826078105489)",0.25
326,68,246,13.7,3,50,1641761,2.6,23.705,23705,1,Amprion,Karlstein Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.95870856177306 50.0826078105489)",0.25
327,232_220kV,247_220kV,23,3,50,1641774,2.6,73.168,73168,2,Amprion,Füssen West,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.363384232266 47.7383368092793)",0.16
328,247,227,13.7,3,50,1641775,2.6,73.219,73219,1,Amprion,Vöhringen Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.0821573264928 48.2660901578788)",0.25
329,248,208,13.7,3,50,1659072,2.6,5.866,5866,1,Amprion,Stummhafen 1A,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.46150025901999 51.6146143079042,7.4035444340631 51.644449487967)",0.25
330,112,208,13.7,3,50,1659073,2.6,10.355,10355,1,Amprion,Mengede Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.4035444340631 51.644449487967)",0.25
331,167,165_220kV,11.5,3,50,1685857,1.3,25.186,25186,1,Amprion,Wambel West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.70831848872651 51.6762033088437)",0.32
332,165,249,13.7,3,50,1686082,2.6,1.221,1221,1,Amprion,Gersteinwerk K2,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71823231962748 51.6743422007117)",0.25
333,165_220kV,250_220kV,11.5,3,50,1686885,1.3,0.485,485,1,Amprion,Gersteinwerk F2,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71554341949648 51.6736430744508)",0.32
334,165_220kV,251_220kV,11.5,3,50,1686886,1.3,0.487,487,1,Amprion,Gersteinwerk G2,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71459453349968 51.6730996381138)",0.32
335,165_220kV,252_220kV,11.5,3,50,1686887,1.3,0.401,401,1,Amprion,Gersteinwerk I2,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71270093431027 51.672663662233)",0.32
336,110,253,13.7,3,50,1703456,2.6,1.378,1378,1,Amprion,Lippborg Trafo 412,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.98122159643085 51.6735262619046)",0.25
337,69_220kV,254,5.75,3,50,1734958,0.65,64.037,64037,0.5,Amprion,Windesheim,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.79256714933307 49.8105487811028)",0.64
338,128_220kV,255,0.0115,3,50,1735055,1.3,73.5,73500,1,Amprion,Kondelwald,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,6.92013045452502 49.9705818904706)",0.32
339,237,239,11.5,3,50,1735096,1.3,50.055,50055,1,Amprion,Heisdorf - Quint Nord,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.70228540768092 49.8289944201161)",0.32
340,256,238,5.75,3,50,1735138,0.65,59.101,59101,0.5,Amprion,Saar Nord,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.62053556843084 49.7489386710632)",0.64
341,69_220kV,215,11.5,3,50,1737369,1.3,13.164,13164,1,Amprion,Anilin 3c,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",0.32
342,69_220kV,215,11.5,3,50,1737370,1.3,13.157,13157,1,Amprion,Anilin 4d,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",0.32
343,69,257,13.7,3,50,1737371,2.6,10.838,10838,1,Amprion,Biblis 1a,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",0.25
344,69,257,13.7,3,50,1737372,2.6,10.824,10824,1,Amprion,Biblis 2b,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",0.25
345,69_220kV,225,23,3,50,1737381,2.6,66.41,66410,2,Amprion,Roxheim Nord,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.72920197913641 49.4826474297682)",0.16
346,258,259,11.5,3,50,1740850,1.3,15.315,15315,1,TenneT,Leitung 2014,0.08,2,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.88280429847019 51.5155074976724,9.85139357253472 51.6491352399809)",0.32
347,260,190,0.0274,3,50,1747957,0.52,33.84,33840,0.5,,OBJTT-ENGST 380 kV,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,8.87294280487974 48.3100912582216)",0.5
348,260,261,0.0274,3,50,1747958,0.52,45.58,45580,0.5,EnBW Transportnetze AG,PULVE-OBJTT 380 kV,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,9.0454349679866 48.9029620137561)",0.5
349,262,263,27.4,6,50,1750798,5.2,78.45,78450,2,,Bürs - Obermooweiler,0.0125,,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.81091689214732 47.142645296653)",0.125
350,264_220kV,263_220kV,5.75,3,50,1750800,0.65,132.974,132974,0.5,,Nord-Süd-Leitung (Abschnitt Bürs-Herbertingen),0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.81091689214732 47.142645296653)",0.64
351,94_220kV,265,11.5,3,50,1778832,1.3,21.123,21123,1,Amprion,Bohmte West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,8.10495957410199 52.2642613740358)",0.32
352,14,266,23,6,50,1820695,2.6,51.446,51446,2,,,0.04,250;251,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,12.1301906295374 47.9131654820025)",0.16
353,116,267_220kV,11.5,3,50,1897790,1.3,3.267,3267,1,Amprion,Norf Ost,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",0.32
354,116,267_220kV,11.5,3,50,1897791,1.3,2.955,2955,1,Amprion,Norf West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",0.32
355,151,116,11.5,3,50,1897792,1.3,10.958,10958,1,Amprion,Zons Nord,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.70967369516713 51.0909407427733,6.77252309438106 51.1471054906194)",0.32
356,111,114,13.7,3,50,1906209,2.6,50.867,50867,1,Amprion,Sauerland Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.62480052815036 51.4278883849265,8.21170597594605 51.1779854801194)",0.25
357,77,111,13.7,3,50,2050530,2.6,33.318,33318,1,Amprion,Twistetal Ost 3,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",0.25
358,77,111,13.7,3,50,2050531,2.6,33.322,33322,1,Amprion,Twistetal West 4,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",0.25
359,268,120_220kV,11.5,3,50,2137096,1.3,15.774,15774,1,Amprion,Siegerland West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.98506745761923 50.8422254447013,7.86394571365263 50.7682419129404)",0.32
360,269,120,13.7,3,50,2137098,2.6,75.879,75879,1,Amprion;TenneT,Westerwald Ost 2,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,7.86394571365263 50.7682419129404)",0.25
361,270,271,11.5,3,50,2140374,1.3,1.562,1562,1,TenneT,,0.08,2021,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.22423842685352 53.3499271468647,7.20605284001418 53.3413192541639)",0.32
362,35,36,11.5,3,50,2141066,1.3,2.641,2641,1,TenneT,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)",0.32
363,272_220kV,273,5.75,3,50,2143451,0.65,39.544,39544,0.5,Energinet.dk;TenneT,Kassø (DK) - Flensburg (DE) 220 kV,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.27063390877085 55.0370264816237)",0.64
364,272_220kV,274,5.75,3,50,2143452,0.65,35.433,35433,0.5,Energinet.dk;TenneT,Flensburg (DE) - Ensted (DK),0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.43342930362242 55.0187229179606)",0.64
365,128_220kV,275,11.5,3,50,2147236,1.3,5.234,5234,1,Amprion,Bandstahlwerk Tr201,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,7.43348911422107 50.4365195361077)",0.32
366,128,276,13.7,3,50,2147303,2.6,16.953,16953,1,Amprion,Metternich,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,7.59330184856855 50.3859437917469)",0.25
367,34,277,5.75,3,50,2155389,0.65,0.627,627,0.5,TenneT,,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.12215702005755 53.5658323292485)",0.64
368,34,35,11.5,3,50,2155415,1.3,5.844,5844,1,TenneT,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)",0.32
369,37,39,10.275,3,50,2188188,1.95,37.592,37592,0.75,50Hertz,490,0.033333,490,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.7273534150745 52.5689469938591)",0.333333
370,20,22,13.7,3,50,2189200,2.6,57.421,57421,1,,Brunsbüttel - Hamburg/Nord,0.025,H,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)",0.25
371,20,21,6.85,3,50,2189657,1.3,31.281,31281,0.5,50Hertz,Hamburg/Ost - Hamburg/Nord,0.05,B,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)",0.5
372,37_220kV,278,11.5,3,50,2237835,1.3,20.287,20287,1,50Hertz Transmission,329,0.08,329,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5615074728142 52.1238924527264)",0.32
373,37_220kV,278,11.5,3,50,2237836,1.3,20.29,20290,1,50Hertz Transmission,330,0.08,330,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5615074728142 52.1238924527264)",0.32
374,37_220kV,42_220kV,11.5,3,50,2237880,1.3,194.536,194536,1,50Hertz Transmission,332,0.08,332,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.1869848227216 53.8157751724384)",0.32
375,37_220kV,42_220kV,11.5,3,50,2237881,1.3,194.59,194590,1,50Hertz Transmission,331,0.08,331,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.1869848227216 53.8157751724384)",0.32
376,177,218,11.5,3,50,2238161,1.3,65.497,65497,1,50Hertz Transmission,318,0.08,318,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,12.2135605440795 54.1119998545154)",0.32
377,182,180,11.5,3,50,2239286,1.3,26.206,26206,1,PSE-O;50Hertz,220kV Krajnik - Vierraden,0.08,508,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(14.4762521006827 53.1967495480613,14.270834670665 53.0962865535819)",0.32
378,279,280,13.7,3,50,2247028,2.6,83.08,83080,1,50Hertz,572,0.025,572,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3823233828996 51.3559961579888)",0.25
379,279,280,13.7,3,50,2247029,2.6,83.072,83072,1,50Hertz,571,0.025,571,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3823233828996 51.3559961579888)",0.25
380,279_220kV,281_220kV,17.25,3,50,2247304,1.95,98.493,98493,1.5,50Hertz Transmission,207,0.053333,207,743.0497964,Al/St 240/40 2-bundle 220.0,220000,3,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.0449825161601 50.7812567340735)",0.213333
381,279_220kV,282_220kV,0.0115,3,50,2247305,1.3,51.665,51665,1,50Hertz Transmission,203,0.08,203,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.5182220968156 51.1570725850832)",0.32
382,282_220kV,281_220kV,11.5,3,50,2247306,1.3,67.674,67674,1,50Hertz Transmission,208,0.08,208,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,12.0449825161601 50.7812567340735)",0.32
383,279,78,0.0274,3,50,2247333,0.52,103.557,103557,0.5,50Hertz Transmission,Remptendorf - Röhrsdorf,0.05,474,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,11.6463786274424 50.534876971042)",0.5
384,279,281,0.0274,3,50,2247334,0.52,61.777,61777,0.5,50Hertz Transmission,Weida - Röhrsdorf,0.05,575,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.0449825161601 50.7812567340735)",0.5
385,78,281,0.0274,3,50,2247335,0.52,45.665,45665,0.5,50Hertz Transmission,Remptendorf - Weida,0.05,573,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,12.0449825161601 50.7812567340735)",0.5
386,283,284,13.7,3,50,2252482,2.6,13.388,13388,1,TenneT,,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.48009523461158 50.5909204313802,8.65659923594081 50.6055491256016)",0.25
387,285,161,5.75,3,50,2277544,0.65,55.571,55571,0.5,TenneT,,0.16,206,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.08162670615254 52.858637484526,8.05283751634017 53.3338809598955)",0.64
388,285,161,5.75,3,50,2277545,0.65,55.571,55571,0.5,TenneT,,0.16,206,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.08162670615254 52.858637484526,8.05283751634017 53.3338809598955)",0.64
389,270,161,11.5,3,50,2312879,1.3,57.109,57109,1,TenneT,203 weiß,0.08,203,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.22423842685352 53.3499271468647,8.05283751634017 53.3338809598955)",0.32
390,270,161,11.5,3,50,2312880,1.3,57.123,57123,1,TenneT,203,0.08,203,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.22423842685352 53.3499271468647,8.05283751634017 53.3338809598955)",0.32
391,258,286,11.5,3,50,2317630,1.3,32.534,32534,1,TenneT,Leitung 2013,0.08,1,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.88280429847019 51.5155074976724,9.56710201161841 51.3252573276817)",0.32
392,258,286,11.5,3,50,2317631,1.3,32.535,32535,1,TenneT,Leitung 2013,0.08,2,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.88280429847019 51.5155074976724,9.56710201161841 51.3252573276817)",0.32
393,94_220kV,95_220kV,11.5,3,50,2450379,1.3,61.576,61576,1,Amprion,Wiehengebirge Ost,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.88957671235007 52.2773967624078)",0.32
394,265,95_220kV,23,3,50,2450498,2.6,18.365,18365,2,Amprion,Westerkappeln Nord,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.10495957410199 52.2642613740358,7.88957671235007 52.2773967624078)",0.16
395,265,95_220kV,23,3,50,2450499,2.6,18.365,18365,2,Amprion,Westerkappeln Süd,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.10495957410199 52.2642613740358,7.88957671235007 52.2773967624078)",0.16
396,95_220kV,287,11.5,3,50,2553276,1.3,10.449,10449,1,Amprion,Ibbenbüren B,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.88957671235007 52.2773967624078,7.74679248425685 52.2885115081219)",0.32
397,63,288,11.5,3,50,2553837,1.3,28.872,28872,1,EnBW,,0.08,BUEHL-WEIER,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,7.91072928612534 48.5012882982432)",0.32
398,289,95_220kV,5.75,3,50,2573771,0.65,13.105,13105,0.5,Amprion,Nike Süd,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(7.7257063478071 52.2771949017405,7.88957671235007 52.2773967624078)",0.64
399,8,102,13.7,3,50,2910798,2.6,87.218,87218,1,50Hertz,,0.025,419,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,11.3706373688866 53.6009910848999)",0.25
400,8,101,13.7,3,50,2910799,2.6,111.17,111170,1,50Hertz,,0.025,420,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,11.6993926965362 53.5722744892702)",0.25
401,80,290,0.0274,3,50,2927579,0.52,46.125,46125,0.5,50Hertz,,0.05,551,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.5081091811329 51.4137103812427,14.2192282929357 51.120707992198)",0.5
402,80,290,0.0274,3,50,2927580,0.52,46.116,46116,0.5,50Hertz,,0.05,552,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.5081091811329 51.4137103812427,14.2192282929357 51.120707992198)",0.5
403,80,291,10.275,3,50,2927597,1.95,5.989,5989,0.75,,,0.033333,MQ,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(14.5081091811329 51.4137103812427,14.5700865498873 51.4190136844256)",0.333333
404,80,291,10.275,3,50,2927598,1.95,6.169,6169,0.75,,,0.033333,MR,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(14.5081091811329 51.4137103812427,14.5700865498873 51.4190136844256)",0.333333
405,80,291,10.275,3,50,2927599,1.95,6.702,6702,0.75,,,0.033333,MN,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(14.5081091811329 51.4137103812427,14.5700865498873 51.4190136844256)",0.333333
406,80,291,10.275,3,50,2927600,1.95,6.554,6554,0.75,,,0.033333,MP,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(14.5081091811329 51.4137103812427,14.5700865498873 51.4190136844256)",0.333333
407,278,292_220kV,5.75,3,50,2928064,0.65,26.902,26902,0.5,50Hertz,,0.16,335,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(11.5615074728142 52.1238924527264,11.6441811001256 51.908512873438)",0.64
408,278,292_220kV,5.75,3,50,2928066,0.65,26.897,26897,0.5,50Hertz,,0.16,336,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(11.5615074728142 52.1238924527264,11.6441811001256 51.908512873438)",0.64
409,37,292,10.275,3,50,2928164,1.95,48.851,48851,0.75,50Hertz,,0.033333,438,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.6441811001256 51.908512873438)",0.333333
410,292,74,10.275,3,50,2928165,1.95,179.494,179494,0.75,50Hertz,532,0.033333,532,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6441811001256 51.908512873438,13.9024346886892 51.8747235190459)",0.333333
411,292,74,10.275,3,50,2928166,1.95,179.483,179483,0.75,50Hertz,531,0.033333,531,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6441811001256 51.908512873438,13.9024346886892 51.8747235190459)",0.333333
412,37,292,10.275,3,50,2928167,1.95,48.774,48774,0.75,50Hertz,,0.033333,437,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.6441811001256 51.908512873438)",0.333333
413,78_220kV,293,11.5,3,50,2952529,1.3,16.091,16091,1,50Hertz,,0.08,383,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.4746908222742 50.6040154814218)",0.32
